date,campaign,funnel_stage,ad_set,ad,creative_id,ad_type,platform,audience,audience_type,audience_size,impressions,clicks,spend,cpc,cpm,video_views,leads,conversions,revenue
2024-01-19,Traffic,Consideration,Set_3,Ad_1,Creative_8,Video,LinkedIn,Custom_List_Past_Purchasers,Custom_List,Medium,1053,24,4.32,0.18,4.1,0,0,0,0.0
2024-02-12,Video_Views,Awareness,Set_2,Ad_1,Creative_5,Image,Facebook,Custom_List_Newsletter_Subscribers,Custom_List,Broad,988,32,5.65,0.18,5.72,14,1,2,25.1
2024-01-19,Traffic,Consideration,Set_2,Ad_6,Creative_3,Carousel,Instagram,Custom_List_Past_Purchasers,Custom_List,Narrow,1004,21,8.27,0.39,8.24,0,0,0,0.0
2024-01-19,Traffic,Consideration,Set_2,Ad_7,Creative_8,Image,Instagram,Interest_In_Organic_Food,Interest,Medium,1025,17,0.85,0.05,0.83,0,0,0,0.0
2024-01-22,Traffic,Consideration,Set_2,Ad_2,Creative_6,Image,Facebook,Custom_List_Past_Purchasers,Custom_List,Broad,1034,33,9.75,0.3,9.43,0,0,0,0.0
2024-02-28,Conversions,Conversion,Set_4,Ad_5,Creative_7,Video,Facebook,Broad_35-54_UK,Broad,Narrow,1001,28,19.67,0.7,19.65,0,0,1,22.59
2024-01-11,Brand_Awareness,Awareness,Set_2,Ad_12,Creative_7,Carousel,Facebook,Retargeting_Product_Viewers,Retargeting,Narrow,998,8,2.11,0.26,2.11,0,0,0,0.0
2024-01-07,Brand_Awareness,Awareness,Set_1,Ad_6,Creative_2,Video,Instagram,Lookalike_Recent_Purchasers,Lookalike,Narrow,1004,34,13.04,0.38,12.99,0,1,2,54.62
2024-03-07,Retargeting,Conversion,Set_2,Ad_6,Creative_9,Carousel,X,Custom_List_Past_Purchasers,Custom_List,Broad,970,22,12.54,0.57,12.93,0,0,0,0.0
2024-05-31,Video_Views,Awareness,Set_3,Ad_15,Creative_10,Carousel,Instagram,Broad_35-54_UK,Broad,Broad,999,5,1.32,0.26,1.32,3,0,0,0.0
2024-01-09,Traffic,Consideration,Set_4,Ad_14,Creative_6,Video,Instagram,Retargeting_Email_Engagers,Retargeting,Medium,1045,26,1.3,0.05,1.24,0,0,1,17.96
2024-01-16,Conversions,Conversion,Set_2,Ad_1,Creative_9,Video,Instagram,Interest_In_Luxury_Travel,Interest,Medium,1047,39,11.33,0.29,10.82,0,1,2,112.74
2024-01-22,Retargeting,Conversion,Set_1,Ad_19,Creative_1,Image,Facebook,Broad_18-34_US,Broad,Broad,979,16,4.76,0.3,4.86,0,0,0,0.0
2024-01-07,Traffic,Consideration,Set_1,Ad_18,Creative_3,Carousel,LinkedIn,Interest_In_Luxury_Travel,Interest,Broad,1048,18,10.52,0.58,10.04,0,0,0,0.0
2024-06-04,Brand_Awareness,Awareness,Set_2,Ad_18,Creative_1,Image,Instagram,Broad_18-34_US,Broad,Narrow,974,10,5.63,0.56,5.78,0,0,0,0.0
2024-01-13,Video_Views,Awareness,Set_1,Ad_8,Creative_9,Video,TikTok,Retargeting_Product_Viewers,Retargeting,Narrow,969,3,2.59,0.86,2.67,1,0,0,0.0
2024-01-19,Video_Views,Awareness,Set_1,Ad_9,Creative_3,Image,X,Interest_In_Tech_Gadgets,Interest,Broad,1005,26,13.04,0.5,12.98,11,0,0,0.0
2024-01-23,Brand_Awareness,Awareness,Set_4,Ad_16,Creative_2,Carousel,Instagram,Interest_In_Home_Fitness,Interest,Narrow,965,34,9.11,0.27,9.44,0,0,1,15.29
2024-02-14,Video_Views,Awareness,Set_2,Ad_20,Creative_9,Carousel,LinkedIn,Lookalike_Recent_Purchasers,Lookalike,Medium,1011,1,0.29,0.29,0.29,0,0,0,0.0
2024-01-05,Brand_Awareness,Awareness,Set_3,Ad_15,Creative_1,Video,Instagram,Custom_List_Newsletter_Subscribers,Custom_List,Medium,982,35,16.48,0.47,16.78,0,0,0,0.0
2024-01-07,Brand_Awareness,Awareness,Set_1,Ad_1,Creative_2,Image,Facebook,Broad_35-54_UK,Broad,Broad,1069,32,5.48,0.17,5.13,0,0,0,0.0
2024-02-13,Conversions,Conversion,Set_2,Ad_19,Creative_8,Image,Facebook,Lookalike_Recent_Purchasers,Lookalike,Broad,1027,29,7.44,0.26,7.24,0,0,1,43.9
2024-01-11,Brand_Awareness,Awareness,Set_4,Ad_18,Creative_10,Carousel,X,Lookalike_Top_Spenders,Lookalike,Broad,1008,29,20.55,0.71,20.39,0,0,1,18.24
2024-01-11,Brand_Awareness,Awareness,Set_2,Ad_12,Creative_9,Image,X,Interest_In_Luxury_Travel,Interest,Broad,982,28,14.03,0.5,14.29,0,0,1,9.5
2024-01-19,Conversions,Conversion,Set_3,Ad_9,Creative_10,Image,Instagram,Lookalike_Recent_Purchasers,Lookalike,Broad,1069,35,23.34,0.67,21.83,0,1,2,88.84
2024-01-17,Video_Views,Awareness,Set_4,Ad_10,Creative_3,Image,LinkedIn,Retargeting_Product_Viewers,Retargeting,Narrow,949,15,12.03,0.8,12.68,14,0,0,0.0
2024-01-13,Conversions,Conversion,Set_1,Ad_11,Creative_7,Carousel,LinkedIn,Retargeting_Cart_Abandoners,Retargeting,Narrow,1021,42,37.56,0.89,36.79,0,3,3,120.69
2024-03-01,Retargeting,Conversion,Set_1,Ad_2,Creative_5,Carousel,TikTok,Lookalike_Top_Spenders,Lookalike,Narrow,964,11,5.83,0.53,6.05,0,0,0,0.0
2024-02-03,Traffic,Consideration,Set_4,Ad_12,Creative_9,Carousel,X,Lookalike_Recent_Purchasers,Lookalike,Medium,982,32,28.77,0.9,29.3,0,0,0,0.0
2024-05-12,Conversions,Conversion,Set_2,Ad_13,Creative_7,Image,LinkedIn,Retargeting_Email_Engagers,Retargeting,Narrow,1018,17,8.8,0.52,8.64,0,1,1,76.72
2024-04-16,Traffic,Consideration,Set_3,Ad_17,Creative_1,Carousel,Instagram,Interest_In_Tech_Gadgets,Interest,Medium,1043,25,3.9,0.16,3.74,0,0,0,0.0
2024-01-25,Conversions,Conversion,Set_3,Ad_6,Creative_9,Image,TikTok,Interest_In_Luxury_Travel,Interest,Broad,973,33,18.23,0.55,18.74,0,0,0,0.0
2024-01-04,Brand_Awareness,Awareness,Set_4,Ad_2,Creative_10,Video,LinkedIn,Interest_In_Sustainable_Fashion,Interest,Narrow,1032,12,7.07,0.59,6.85,0,0,0,0.0
2024-01-16,Video_Views,Awareness,Set_4,Ad_20,Creative_9,Carousel,X,Broad_18-34_US,Broad,Narrow,979,16,9.25,0.58,9.45,13,0,0,0.0
2024-03-06,Traffic,Consideration,Set_2,Ad_3,Creative_7,Image,Facebook,Interest_In_Organic_Food,Interest,Narrow,1029,21,1.05,0.05,1.02,0,0,1,20.46
2024-01-19,Conversions,Conversion,Set_1,Ad_18,Creative_5,Video,TikTok,Custom_List_Past_Purchasers,Custom_List,Narrow,1011,14,4.46,0.32,4.41,0,0,0,0.0
2024-01-08,Traffic,Consideration,Set_4,Ad_16,Creative_4,Video,Instagram,Retargeting_Product_Viewers,Retargeting,Narrow,1003,7,4.04,0.58,4.03,0,0,0,0.0
2024-02-25,Video_Views,Awareness,Set_1,Ad_13,Creative_2,Carousel,X,Interest_In_Sustainable_Fashion,Interest,Narrow,942,19,14.53,0.76,15.42,8,0,1,14.67
2024-01-13,Traffic,Consideration,Set_4,Ad_20,Creative_10,Carousel,X,Custom_List_Past_Purchasers,Custom_List,Narrow,982,5,1.71,0.34,1.74,0,0,0,0.0
2024-01-15,Conversions,Conversion,Set_4,Ad_10,Creative_3,Video,Instagram,Lookalike_Top_Spenders,Lookalike,Narrow,974,21,16.58,0.79,17.02,0,0,1,53.43
2024-01-12,Conversions,Conversion,Set_4,Ad_7,Creative_8,Image,Facebook,Interest_In_Organic_Food,Interest,Medium,944,44,26.2,0.6,27.75,0,1,2,87.92
2024-02-14,Brand_Awareness,Awareness,Set_4,Ad_10,Creative_5,Video,LinkedIn,Interest_In_Home_Fitness,Interest,Medium,976,5,1.41,0.28,1.44,0,0,0,0.0
2024-04-02,Brand_Awareness,Awareness,Set_2,Ad_13,Creative_6,Video,Instagram,Custom_List_Past_Purchasers,Custom_List,Broad,955,0,0.0,0.0,0.0,0,0,0,0.0
2024-02-01,Video_Views,Awareness,Set_2,Ad_10,Creative_2,Image,Instagram,Broad_35-54_UK,Broad,Broad,944,24,9.51,0.4,10.07,16,0,0,0.0
2024-01-15,Retargeting,Conversion,Set_4,Ad_10,Creative_9,Video,LinkedIn,Broad_18-34_US,Broad,Medium,990,0,0.0,0.0,0.0,0,0,0,0.0
2024-01-02,Video_Views,Awareness,Set_1,Ad_8,Creative_9,Carousel,Facebook,Interest_In_Tech_Gadgets,Interest,Narrow,1004,1,0.32,0.32,0.32,0,0,0,0.0
2024-01-03,Video_Views,Awareness,Set_2,Ad_9,Creative_10,Video,X,Custom_List_Past_Purchasers,Custom_List,Narrow,1022,29,20.07,0.69,19.64,20,0,0,0.0
2024-01-02,Brand_Awareness,Awareness,Set_3,Ad_2,Creative_5,Image,X,Custom_List_Newsletter_Subscribers,Custom_List,Broad,1012,11,5.39,0.49,5.33,0,0,0,0.0
2024-02-26,Traffic,Consideration,Set_2,Ad_7,Creative_9,Image,Instagram,Broad_18-34_US,Broad,Medium,959,21,8.16,0.39,8.51,0,0,0,0.0
2024-01-19,Conversions,Conversion,Set_3,Ad_4,Creative_2,Image,LinkedIn,Custom_List_Past_Purchasers,Custom_List,Narrow,977,30,22.48,0.75,23.01,0,0,1,57.84
2024-01-10,Brand_Awareness,Awareness,Set_1,Ad_20,Creative_2,Carousel,LinkedIn,Retargeting_Product_Viewers,Retargeting,Medium,975,14,8.76,0.63,8.98,0,0,0,0.0
2024-01-25,Video_Views,Awareness,Set_1,Ad_20,Creative_4,Image,Instagram,Interest_In_Sustainable_Fashion,Interest,Broad,1024,26,13.11,0.5,12.8,14,0,0,0.0
2024-03-30,Retargeting,Conversion,Set_2,Ad_5,Creative_1,Image,LinkedIn,Custom_List_Newsletter_Subscribers,Custom_List,Medium,1010,5,4.33,0.87,4.29,0,0,0,0.0
2024-01-31,Retargeting,Conversion,Set_1,Ad_3,Creative_8,Carousel,Facebook,Broad_18-34_US,Broad,Broad,994,22,8.9,0.4,8.95,0,0,0,0.0
2024-01-04,Conversions,Conversion,Set_4,Ad_4,Creative_9,Carousel,LinkedIn,Retargeting_Product_Viewers,Retargeting,Medium,978,19,16.71,0.88,17.09,0,1,1,63.89
2024-03-14,Brand_Awareness,Awareness,Set_1,Ad_6,Creative_10,Image,Instagram,Broad_35-54_UK,Broad,Narrow,996,16,2.77,0.17,2.78,0,0,0,0.0
2024-02-12,Brand_Awareness,Awareness,Set_3,Ad_14,Creative_9,Carousel,Facebook,Retargeting_Product_Viewers,Retargeting,Narrow,984,8,3.26,0.41,3.31,0,0,0,0.0
2024-01-22,Brand_Awareness,Awareness,Set_2,Ad_13,Creative_8,Carousel,X,Retargeting_Cart_Abandoners,Retargeting,Broad,990,25,15.93,0.64,16.09,0,0,1,22.85
2024-01-13,Conversions,Conversion,Set_3,Ad_20,Creative_10,Image,Facebook,Custom_List_Past_Purchasers,Custom_List,Medium,1013,36,12.91,0.36,12.74,0,0,1,58.47
2024-02-01,Traffic,Consideration,Set_4,Ad_12,Creative_1,Image,TikTok,Broad_18-34_US,Broad,Medium,1006,11,6.28,0.57,6.24,0,0,0,0.0
2024-01-02,Brand_Awareness,Awareness,Set_3,Ad_20,Creative_10,Carousel,Facebook,Broad_18-34_US,Broad,Narrow,1023,41,9.32,0.23,9.11,0,0,1,12.35
2024-01-24,Conversions,Conversion,Set_1,Ad_18,Creative_9,Video,X,Interest_In_Sustainable_Fashion,Interest,Narrow,1005,15,11.52,0.77,11.46,0,0,0,0.0
2024-02-28,Retargeting,Conversion,Set_3,Ad_1,Creative_3,Image,TikTok,Interest_In_Home_Fitness,Interest,Medium,1059,25,14.24,0.57,13.45,0,0,0,0.0
2024-01-06,Traffic,Consideration,Set_2,Ad_20,Creative_4,Image,TikTok,Retargeting_Product_Viewers,Retargeting,Narrow,1016,15,5.15,0.34,5.07,0,0,0,0.0
2024-02-13,Retargeting,Conversion,Set_3,Ad_11,Creative_5,Image,X,Interest_In_Luxury_Travel,Interest,Narrow,983,18,8.5,0.47,8.65,0,0,1,-4.31
2024-01-08,Brand_Awareness,Awareness,Set_3,Ad_5,Creative_1,Carousel,TikTok,Retargeting_Product_Viewers,Retargeting,Medium,990,35,22.19,0.63,22.41,0,1,2,22.28
2024-01-15,Conversions,Conversion,Set_1,Ad_11,Creative_7,Video,Instagram,Retargeting_Cart_Abandoners,Retargeting,Medium,1048,27,18.37,0.68,17.53,0,1,2,103.04
2024-01-13,Brand_Awareness,Awareness,Set_1,Ad_4,Creative_4,Image,Instagram,Interest_In_Luxury_Travel,Interest,Narrow,994,18,10.37,0.58,10.43,0,0,0,0.0
2024-02-07,Brand_Awareness,Awareness,Set_2,Ad_12,Creative_1,Image,LinkedIn,Interest_In_Luxury_Travel,Interest,Broad,929,14,7.8,0.56,8.4,0,0,0,0.0
2024-01-06,Retargeting,Conversion,Set_2,Ad_15,Creative_2,Image,Facebook,Interest_In_Tech_Gadgets,Interest,Broad,976,20,5.16,0.26,5.29,0,0,0,0.0
2024-01-13,Traffic,Consideration,Set_2,Ad_9,Creative_9,Video,X,Interest_In_Tech_Gadgets,Interest,Narrow,1005,2,1.73,0.86,1.72,0,0,0,0.0
2024-01-22,Video_Views,Awareness,Set_2,Ad_14,Creative_8,Carousel,TikTok,Lookalike_Recent_Purchasers,Lookalike,Medium,982,7,7.99,1.14,8.14,5,0,0,0.0
2024-03-03,Retargeting,Conversion,Set_2,Ad_20,Creative_1,Video,Instagram,Retargeting_Product_Viewers,Retargeting,Medium,972,35,15.5,0.44,15.95,0,0,2,22.04
2024-01-11,Brand_Awareness,Awareness,Set_2,Ad_10,Creative_4,Video,TikTok,Lookalike_Top_Spenders,Lookalike,Broad,989,15,6.52,0.43,6.59,0,0,0,0.0
2024-01-24,Conversions,Conversion,Set_3,Ad_8,Creative_9,Carousel,LinkedIn,Broad_35-54_UK,Broad,Broad,994,38,19.64,0.52,19.76,0,1,2,112.78
2024-01-09,Traffic,Consideration,Set_4,Ad_2,Creative_10,Video,Instagram,Interest_In_Sustainable_Fashion,Interest,Broad,983,15,7.95,0.53,8.09,0,0,0,0.0
2024-01-09,Brand_Awareness,Awareness,Set_1,Ad_4,Creative_1,Carousel,X,Retargeting_Cart_Abandoners,Retargeting,Broad,995,31,22.08,0.71,22.19,0,1,1,12.44
2024-01-19,Video_Views,Awareness,Set_1,Ad_17,Creative_2,Carousel,X,Retargeting_Email_Engagers,Retargeting,Broad,1070,14,10.6,0.76,9.91,10,0,0,0.0
2024-01-27,Conversions,Conversion,Set_3,Ad_19,Creative_5,Video,Instagram,Lookalike_Top_Spenders,Lookalike,Broad,1003,33,18.23,0.55,18.18,0,0,1,55.82
2024-01-02,Video_Views,Awareness,Set_2,Ad_13,Creative_7,Carousel,TikTok,Custom_List_Past_Purchasers,Custom_List,Broad,941,19,9.97,0.52,10.6,13,0,0,0.0
2024-01-26,Video_Views,Awareness,Set_4,Ad_10,Creative_8,Carousel,TikTok,Custom_List_Newsletter_Subscribers,Custom_List,Broad,974,9,6.75,0.75,6.93,9,0,0,0.0
2024-02-15,Brand_Awareness,Awareness,Set_3,Ad_5,Creative_7,Carousel,TikTok,Broad_18-34_US,Broad,Medium,1013,25,19.34,0.77,19.09,0,0,0,0.0
2024-01-05,Video_Views,Awareness,Set_2,Ad_5,Creative_1,Video,X,Retargeting_Email_Engagers,Retargeting,Narrow,1048,9,5.25,0.58,5.01,7,0,0,0.0
2024-01-09,Video_Views,Awareness,Set_3,Ad_19,Creative_4,Image,TikTok,Broad_18-34_US,Broad,Narrow,1025,24,15.14,0.63,14.77,20,1,1,13.33
2024-03-26,Brand_Awareness,Awareness,Set_2,Ad_8,Creative_7,Video,X,Broad_18-34_US,Broad,Narrow,978,23,16.68,0.73,17.06,0,0,1,24.84
2024-01-09,Video_Views,Awareness,Set_1,Ad_14,Creative_8,Carousel,TikTok,Custom_List_Past_Purchasers,Custom_List,Narrow,968,10,7.39,0.74,7.63,7,0,0,0.0
2024-01-10,Traffic,Consideration,Set_4,Ad_4,Creative_8,Image,LinkedIn,Broad_18-34_US,Broad,Medium,951,13,8.09,0.62,8.51,0,0,0,0.0
2024-02-18,Traffic,Consideration,Set_2,Ad_10,Creative_10,Carousel,TikTok,Custom_List_Past_Purchasers,Custom_List,Narrow,994,16,8.64,0.54,8.69,0,0,0,0.0
2024-01-06,Traffic,Consideration,Set_3,Ad_20,Creative_3,Carousel,X,Custom_List_Newsletter_Subscribers,Custom_List,Narrow,991,20,10.77,0.54,10.87,0,0,1,29.81
2024-01-23,Video_Views,Awareness,Set_1,Ad_10,Creative_2,Carousel,Facebook,Interest_In_Tech_Gadgets,Interest,Medium,990,31,7.55,0.24,7.63,28,0,1,33.78
2024-02-25,Traffic,Consideration,Set_4,Ad_11,Creative_10,Video,Facebook,Retargeting_Product_Viewers,Retargeting,Narrow,966,16,11.83,0.74,12.25,0,0,0,0.0
2024-01-16,Conversions,Conversion,Set_2,Ad_14,Creative_10,Video,X,Lookalike_Recent_Purchasers,Lookalike,Broad,1053,18,6.03,0.34,5.73,0,0,1,46.44
2024-01-08,Retargeting,Conversion,Set_3,Ad_14,Creative_9,Image,Facebook,Broad_35-54_UK,Broad,Narrow,1018,13,6.01,0.46,5.9,0,0,0,0.0
2024-01-27,Retargeting,Conversion,Set_4,Ad_4,Creative_6,Carousel,Instagram,Broad_18-34_US,Broad,Narrow,988,9,2.2,0.24,2.23,0,0,0,0.0
2024-02-24,Video_Views,Awareness,Set_3,Ad_4,Creative_7,Video,X,Broad_35-54_UK,Broad,Narrow,1065,21,17.25,0.82,16.2,17,0,0,0.0
2024-02-27,Video_Views,Awareness,Set_2,Ad_8,Creative_5,Carousel,TikTok,Broad_18-34_US,Broad,Medium,997,25,24.99,1.0,25.07,14,0,0,0.0
2024-01-04,Brand_Awareness,Awareness,Set_1,Ad_6,Creative_1,Image,LinkedIn,Broad_18-34_US,Broad,Narrow,1017,15,7.7,0.51,7.57,0,0,0,0.0
2024-01-01,Video_Views,Awareness,Set_4,Ad_20,Creative_2,Image,LinkedIn,Interest_In_Luxury_Travel,Interest,Narrow,1013,14,8.38,0.6,8.27,9,0,0,0.0
2024-01-27,Retargeting,Conversion,Set_2,Ad_3,Creative_6,Carousel,Facebook,Custom_List_Newsletter_Subscribers,Custom_List,Narrow,1042,28,13.57,0.48,13.02,0,0,0,0.0
2024-01-18,Brand_Awareness,Awareness,Set_1,Ad_3,Creative_5,Carousel,LinkedIn,Retargeting_Product_Viewers,Retargeting,Narrow,1011,4,3.12,0.78,3.09,0,0,0,0.0
2024-01-15,Brand_Awareness,Awareness,Set_3,Ad_20,Creative_1,Video,Facebook,Broad_35-54_UK,Broad,Broad,1047,10,6.16,0.62,5.88,0,0,0,0.0
2024-01-29,Retargeting,Conversion,Set_4,Ad_6,Creative_7,Video,TikTok,Interest_In_Sustainable_Fashion,Interest,Broad,1048,33,23.89,0.72,22.8,0,0,0,0.0
2024-01-21,Traffic,Consideration,Set_1,Ad_12,Creative_1,Video,Instagram,Custom_List_Newsletter_Subscribers,Custom_List,Medium,958,50,5.53,0.11,5.77,0,0,0,-0.0
2024-03-31,Retargeting,Conversion,Set_4,Ad_15,Creative_1,Image,TikTok,Interest_In_Organic_Food,Interest,Medium,1014,41,43.02,1.05,42.43,0,1,1,31.0
2024-01-06,Retargeting,Conversion,Set_2,Ad_13,Creative_3,Carousel,LinkedIn,Custom_List_Newsletter_Subscribers,Custom_List,Narrow,993,14,11.38,0.81,11.46,0,0,0,0.0
2024-03-19,Conversions,Conversion,Set_1,Ad_18,Creative_8,Carousel,Facebook,Custom_List_Past_Purchasers,Custom_List,Medium,989,23,9.11,0.4,9.21,0,0,0,0.0
2024-02-24,Retargeting,Conversion,Set_1,Ad_6,Creative_5,Image,TikTok,Custom_List_Past_Purchasers,Custom_List,Broad,1042,15,6.73,0.45,6.46,0,0,0,0.0
2024-01-04,Brand_Awareness,Awareness,Set_4,Ad_17,Creative_4,Image,TikTok,Interest_In_Organic_Food,Interest,Narrow,1011,28,12.7,0.45,12.56,0,0,0,0.0
2024-01-25,Traffic,Consideration,Set_4,Ad_8,Creative_3,Video,Facebook,Interest_In_Home_Fitness,Interest,Medium,993,22,4.49,0.2,4.52,0,0,0,0.0
2024-01-18,Traffic,Consideration,Set_3,Ad_13,Creative_8,Image,Facebook,Retargeting_Cart_Abandoners,Retargeting,Broad,1000,26,15.34,0.59,15.34,0,0,0,0.0
2024-01-22,Brand_Awareness,Awareness,Set_2,Ad_6,Creative_1,Image,Facebook,Lookalike_Recent_Purchasers,Lookalike,Broad,1010,14,0.7,0.05,0.69,0,0,0,0.0
2024-08-13,Retargeting,Conversion,Set_1,Ad_8,Creative_6,Carousel,LinkedIn,Interest_In_Sustainable_Fashion,Interest,Broad,1037,33,15.81,0.48,15.25,0,0,0,0.0
2024-02-15,Traffic,Consideration,Set_4,Ad_16,Creative_2,Video,TikTok,Retargeting_Email_Engagers,Retargeting,Medium,1038,4,2.95,0.74,2.84,0,0,0,0.0
2024-02-01,Traffic,Consideration,Set_2,Ad_15,Creative_5,Video,Facebook,Custom_List_Newsletter_Subscribers,Custom_List,Broad,1031,11,5.38,0.49,5.22,0,0,0,0.0
2024-02-09,Conversions,Conversion,Set_1,Ad_6,Creative_7,Image,TikTok,Interest_In_Tech_Gadgets,Interest,Narrow,1021,23,20.26,0.88,19.84,0,0,1,39.81
2024-01-01,Conversions,Conversion,Set_1,Ad_4,Creative_4,Image,LinkedIn,Interest_In_Organic_Food,Interest,Medium,989,10,5.5,0.55,5.56,0,0,0,0.0
2024-01-20,Retargeting,Conversion,Set_2,Ad_9,Creative_2,Carousel,Facebook,Interest_In_Luxury_Travel,Interest,Medium,991,20,7.2,0.36,7.27,0,0,0,0.0
2024-01-05,Traffic,Consideration,Set_4,Ad_16,Creative_1,Image,TikTok,Interest_In_Home_Fitness,Interest,Narrow,1035,14,16.6,1.19,16.04,0,0,0,0.0
2024-01-11,Traffic,Consideration,Set_1,Ad_16,Creative_4,Image,TikTok,Retargeting_Product_Viewers,Retargeting,Narrow,975,27,22.0,0.81,22.56,0,0,0,0.0
2024-04-09,Conversions,Conversion,Set_4,Ad_6,Creative_8,Carousel,TikTok,Retargeting_Product_Viewers,Retargeting,Medium,1008,37,13.74,0.37,13.63,0,0,1,59.6
2024-01-07,Video_Views,Awareness,Set_4,Ad_8,Creative_4,Carousel,LinkedIn,Broad_35-54_UK,Broad,Narrow,964,17,10.97,0.65,11.38,17,0,0,0.0
2024-03-02,Brand_Awareness,Awareness,Set_2,Ad_18,Creative_4,Video,X,Interest_In_Luxury_Travel,Interest,Narrow,967,7,4.27,0.61,4.42,0,0,0,0.0
2024-02-03,Video_Views,Awareness,Set_4,Ad_1,Creative_9,Carousel,LinkedIn,Broad_18-34_US,Broad,Broad,1003,37,34.71,0.94,34.61,19,0,1,13.58
2024-02-14,Retargeting,Conversion,Set_4,Ad_4,Creative_7,Image,LinkedIn,Retargeting_Cart_Abandoners,Retargeting,Broad,988,0,0.0,0.0,0.0,0,0,0,0.0
2024-02-06,Retargeting,Conversion,Set_2,Ad_13,Creative_6,Image,TikTok,Broad_18-34_US,Broad,Narrow,992,20,16.51,0.83,16.64,0,0,0,0.0
2024-03-08,Brand_Awareness,Awareness,Set_4,Ad_18,Creative_3,Image,Instagram,Lookalike_Recent_Purchasers,Lookalike,Broad,933,6,0.75,0.12,0.8,0,0,0,0.0
2024-01-20,Traffic,Consideration,Set_3,Ad_11,Creative_6,Carousel,Instagram,Lookalike_Recent_Purchasers,Lookalike,Medium,992,20,4.23,0.21,4.26,0,0,1,7.26
2024-01-02,Brand_Awareness,Awareness,Set_3,Ad_18,Creative_7,Video,LinkedIn,Lookalike_Recent_Purchasers,Lookalike,Broad,1041,1,0.45,0.45,0.43,0,0,0,0.0
2024-01-26,Video_Views,Awareness,Set_2,Ad_3,Creative_10,Image,TikTok,Custom_List_Newsletter_Subscribers,Custom_List,Narrow,1046,26,13.68,0.53,13.08,20,0,1,16.15
2024-03-10,Traffic,Consideration,Set_3,Ad_19,Creative_9,Image,LinkedIn,Retargeting_Cart_Abandoners,Retargeting,Broad,1002,8,3.57,0.45,3.56,0,0,0,0.0
2024-01-26,Video_Views,Awareness,Set_3,Ad_8,Creative_5,Carousel,LinkedIn,Retargeting_Email_Engagers,Retargeting,Broad,1023,10,7.16,0.72,7.0,6,0,0,0.0
2024-01-04,Video_Views,Awareness,Set_1,Ad_6,Creative_10,Image,Instagram,Lookalike_Top_Spenders,Lookalike,Medium,1006,19,4.19,0.22,4.17,10,0,0,0.0
2024-01-08,Traffic,Consideration,Set_4,Ad_20,Creative_3,Carousel,X,Retargeting_Product_Viewers,Retargeting,Medium,1008,22,9.09,0.41,9.02,0,0,0,0.0
2024-01-16,Conversions,Conversion,Set_3,Ad_20,Creative_2,Image,TikTok,Retargeting_Product_Viewers,Retargeting,Broad,1006,31,23.92,0.77,23.78,0,0,1,53.66
2024-01-30,Conversions,Conversion,Set_3,Ad_15,Creative_8,Image,TikTok,Retargeting_Product_Viewers,Retargeting,Medium,956,23,14.75,0.64,15.43,0,0,0,0.0
2024-03-04,Brand_Awareness,Awareness,Set_3,Ad_6,Creative_7,Video,Instagram,Retargeting_Product_Viewers,Retargeting,Medium,1023,20,9.33,0.47,9.12,0,0,0,0.0
2024-01-25,Retargeting,Conversion,Set_2,Ad_18,Creative_5,Video,Instagram,Lookalike_Top_Spenders,Lookalike,Broad,975,0,0.0,0.0,0.0,0,0,0,0.0
2024-02-21,Retargeting,Conversion,Set_1,Ad_20,Creative_8,Carousel,Facebook,Custom_List_Past_Purchasers,Custom_List,Broad,1021,25,10.17,0.41,9.96,0,0,0,0.0
2024-01-21,Retargeting,Conversion,Set_4,Ad_13,Creative_7,Carousel,TikTok,Interest_In_Home_Fitness,Interest,Broad,989,10,6.14,0.61,6.21,0,0,0,0.0
2024-01-30,Video_Views,Awareness,Set_4,Ad_5,Creative_4,Carousel,Instagram,Interest_In_Tech_Gadgets,Interest,Broad,996,35,7.13,0.2,7.16,14,0,0,0.0
2024-01-09,Retargeting,Conversion,Set_1,Ad_18,Creative_7,Image,X,Custom_List_Newsletter_Subscribers,Custom_List,Broad,938,19,22.33,1.18,23.81,0,0,1,16.78
2024-01-21,Traffic,Consideration,Set_2,Ad_12,Creative_6,Image,Facebook,Custom_List_Past_Purchasers,Custom_List,Medium,985,7,1.82,0.26,1.85,0,0,0,0.0
2024-03-15,Retargeting,Conversion,Set_4,Ad_20,Creative_1,Carousel,X,Custom_List_Newsletter_Subscribers,Custom_List,Medium,968,30,12.56,0.42,12.98,0,0,1,26.5
2024-04-11,Brand_Awareness,Awareness,Set_1,Ad_6,Creative_6,Carousel,X,Retargeting_Product_Viewers,Retargeting,Narrow,1000,13,5.94,0.46,5.94,0,0,0,0.0
2024-03-11,Conversions,Conversion,Set_3,Ad_9,Creative_10,Video,Instagram,Retargeting_Product_Viewers,Retargeting,Medium,1001,34,15.02,0.44,15.0,0,1,2,101.58
2024-01-18,Retargeting,Conversion,Set_2,Ad_5,Creative_3,Video,X,Broad_35-54_UK,Broad,Broad,980,8,6.18,0.77,6.31,0,0,0,0.0
2024-01-24,Traffic,Consideration,Set_2,Ad_18,Creative_4,Video,TikTok,Broad_35-54_UK,Broad,Medium,1019,5,3.29,0.66,3.23,0,0,0,0.0
